Temperature (K),Luminosity (L/Lo),Radius (R/Ro),Absolute magnitude (Mv),Star type,Star category,Star color,Spectral Class 
2564,0.0016239547126914028,0.18238840503257828,21.772970557608737,1,n,Yellow,O
2141,0.0007953565382635167,0.18666231272088646,23.027437242805266,2,B,white,O
2358,0.000857271262315545,0.12220121654510188,15.63608982590872,3,n,"Red,Blue",F
2038,0.0006020950396553134,0.10970478748892362,23.337754981232887,3,a,Yellow,M
2767,0.0001918967651217834,0.13294224554077047,23.11945025382623,0,D,Yellow,B
2995,0.0006604207940747655,0.15100115206386,20.834625099895746,3,r,"Red,Blue",B
2080,0.002378712684200989,0.1857122035758883,16.282554885301217,3,w,yellow-orange,F
2815,0.00135842839775579,0.10697617001680029,18.066097604894793,4,B,"Red,Blue",B
2090,0.0017685564977565386,0.139242252803977,20.463498042013775,0,w,white,M
2629,0.00164735041258743,0.1805541212111627,21.495160677389322,4,r,Yellow,F
2181,0.0015531244079155261,0.18554335705976277,23.850446789304343,1,w,yellow-orange,A
2574,0.001962290837152704,0.1699970483077156,20.84474322404481,5,a,yellow-orange,K
2228,0.001688795831534445,0.1754824258968915,21.192901069171903,4,a,yellow-orange,K
2745,0.00179190136747723,0.11353868525664686,20.013730042056935,0,D,Yellow,G
2743,0.0008441652631553699,0.14222511400851856,17.942624970572364,0,r,"Red,Blue",G
2407,0.0005310398202535271,0.19123427924997652,23.620939188875866,5,r,white,K
2831,0.0023788810521027082,0.13597063434062442,22.946213888879907,1,f,"Red,Blue",F
2060,0.0022865011529526313,0.15831812004256296,15.191265057578812,0,n,"Red,Blue",B
2633,0.0020957994950520915,0.1498180984382812,21.833517322295748,5,n,Yellow,K
2742,0.0006949558392904016,0.12667666550287215,21.061676605975354,2, ,white,K
2281,0.0017590472462233238,0.14720665208360903,20.99988393396573,1,D,"Red,Blue",G
2528,0.0024958154967370965,0.14556107206686758,17.77649062311398,3,n,Yellow,F
2383,0.00010377728542048121,0.12739006608757425,22.794846399707875,1,B,Yellow,A
2735,0.0009492457836084109,0.19036528568346595,20.202693820171866,1,w,"Red,Blue",A
2874,0.0009470363262315003,0.19882798874717728,16.583451154568326,2,B,white,A
2804,0.0005551919115022695,0.11637185418785709,15.897802709520585,1,o,"Red,Blue",K
2878,0.00048638778991982515,0.1491323372663696,22.39807559836301,4,n,yellow-orange,F
2086,0.0019638852151588385,0.1370470104765714,17.417384894173313,1,a,yellow-orange,O
2428,0.0022606013279851027,0.11283323070932727,15.784787847110753,0,B,Yellow,K
2943,0.0021403237370974933,0.1635357157986584,23.79106240657533,0,w,yellow-orange,G
2251,0.0002464836592452211,0.11911844900481784,18.545066277742553,5,a,white,M
2866,0.0017568438396175538,0.10712115198423117,21.495260511453246,2,o,white,B
2464,0.002362133836805882,0.15907941658447505,22.821182469805173,1,w,Yellow,A
2849,0.0016104545740035041,0.17821058365737286,18.732912926629425,1,f,"Red,Blue",G
2773,0.0006109784848206758,0.12686018341025693,19.15340805200505,4,f,white,G
2518,0.0004762666197500207,0.11692187539493035,23.345201229248275,5,r,white,G
2806,0.0018376088151577687,0.1407981347913293,23.963270487088714,0,f,white,F
2266,0.0019850507218207086,0.16792536767781957,17.53818125332174,5,r,"Red,Blue",A
2884,0.000537121632502893,0.18068745857730326,18.755494517565747,5,o,white,M
2316,0.0016374407713288994,0.10959382832886067,21.964830150287412,4,r,Yellow,G
2517,0.0009615172668942538,0.1059144116171191,16.918840299190943,0,r,Yellow,M
2327,0.0012067120789704784,0.17583588545232295,21.507164808897947,5,r,"Red,Blue",K
2488,0.0024041256738442183,0.19994838867175965,18.62692726776733,5,B,Yellow,F
2627,0.0019976901174118336,0.15126683853070297,24.582020340004505,0,n,white,B
2761,0.0017212128019701513,0.14459639750517345,16.02270391877718,5,o,"Red,Blue",F
2438,0.001610522482299221,0.1611867398214824,18.16299467437243,1,r,yellow-orange,O
2042,0.0002938728822640924,0.12477227973280919,18.90831966440146,1,D,white,B
2124,0.0008568948060111917,0.11656506402807351,24.874341889812555,4,r,yellow-orange,F
2765,0.0010535463294944558,0.12868099655460197,19.774312661413703,4, ,white,M
2814,0.0023878315067014373,0.17451026517668183,24.462037709238587,1,a,"Red,Blue",O
2622,0.0010618901388571532,0.13410697440230623,23.967504475749962,4,f,Yellow,K
2414,0.00015203062184814505,0.1653370564599257,20.498819131572276,0,n,Yellow,M
2770,0.00034724210396601445,0.1337623773945898,23.934196433869374,4,f,Yellow,M
2290,0.0018671544739768636,0.11442134678579213,17.164793659058695,2,r,white,F
2822,0.002031645034376571,0.13636809052350418,22.278872579960222,5,B,"Red,Blue",B
2983,0.0009560828577737709,0.17359347884907678,20.46222604154783,5,n,yellow-orange,O
2992,0.0007782889679223927,0.15387029339361594,17.472538458552506,2,D,yellow-orange,K
2220,0.00029460134513450606,0.11155371143110293,17.031762227355806,3,D,"Red,Blue",A
2976,0.001621652495856764,0.12203677815148119,16.413548838681287,5,D,yellow-orange,K
2964,0.0005946873978740688,0.1627794910104246,20.724533874721125,1,w,yellow-orange,O
2807,0.0009236632764647922,0.19647521379328714,18.020445948736725,2,o,Yellow,M
2975,0.0004835998524264713,0.1309910629192409,16.21331302450877,1,w,white,B
2820,0.002351799689220344,0.10557217224260255,16.678705844318145,2,w,yellow-orange,M
2093,0.0020792068447365343,0.13711048314608482,17.375515793620917,4,f,"Red,Blue",G
2785,0.0017455640786191312,0.1581942450137547,23.947681978297254,5,w,Yellow,O
2754,0.000995788280732104,0.17763137575274507,17.002376866350723,3,n,yellow-orange,F
2946,0.001101213964410455,0.1706673846132093,20.07528944508914,2,a,"Red,Blue",F
2619,0.0014559672149047696,0.13390365840046453,15.533945833098539,1,a,yellow-orange,F
2320,0.0012327733203865395,0.1369972058276888,20.207639760505828,2,B,yellow-orange,B
2874,0.0007603255945801902,0.18379126282921684,15.128237779315535,5,f,"Red,Blue",A
2014,0.000606509923973324,0.12469883890810671,18.816887053565804,2,D,Yellow,A
2310,0.0015870411829157862,0.18832747654441534,18.607910591129244,4, ,yellow-orange,G
2001,0.0019949501655822143,0.17319271811440012,22.896016575291704,4,r,yellow-orange,O
2401,0.002055079020649028,0.1521540284182195,22.390214271570123,1,w,Yellow,K
2047,0.0005140923435795262,0.11285875238211251,21.477758697256462,5,D,Yellow,B
2811,0.00161498763364487,0.13593755048556122,20.48203996175668,3,B,white,M
2386,0.0022497110807123888,0.11670329468420729,18.34756057400578,4,n,white,A
2284,0.0024293525177147197,0.10717133105196297,15.908740150805967,5,r,white,K
2645,0.0010489424541655402,0.11969829609438332,19.229680043686617,5,n,Yellow,A
2047,0.0012995635195592772,0.1683449504818995,19.69043377511161,2,B,white,M
2518,0.0012272090774933225,0.14360696092652966,15.547553796090803,2,D,"Red,Blue",O
2528,0.0012560437566093892,0.1893594147236599,20.11782212085736,0,f,Yellow,M
2704,0.000535891682222557,0.1253661055801041,23.869787781407958,0,B,white,M
2950,0.0014404517996261586,0.17328684325448612,16.447165124303144,4, ,yellow-orange,B
2938,0.0005346179977295921,0.10651569653209277,20.802796512821153,4,r,"Red,Blue",F
2129,0.0016485205617865666,0.1333423802536686,16.15975769669825,3, ,"Red,Blue",B
2098,0.0017470596891309054,0.11900183453923191,24.420676385410722,3, ,"Red,Blue",O
2819,0.001509705875293745,0.1280748255614891,20.309727388721267,5,w,yellow-orange,O
2338,0.00019125366445710965,0.17182773680108393,20.962739313311246,4, ,Yellow,B
2135,0.00011957610808762054,0.13895536588484692,20.447280032808774,0,f,Yellow,B
2391,0.0006772217165235133,0.16665352953952878,22.73567897588892,0,n,Yellow,F
2581,0.0009533297855170243,0.10927926511986244,16.553531676445886,4, ,yellow-orange,M
2896,0.001985375265612883,0.13870397587441297,23.18883936007571,3,o,"Red,Blue",M
2673,0.0019393838356144555,0.1143396829442483,18.376499663147417,2,D,white,M
2324,0.00026712352511067404,0.11586647391770989,21.400502296360692,1,B,yellow-orange,O
2184,0.0011575910294086686,0.12449661815483826,24.748729894516412,4,w,yellow-orange,K
2909,0.0008559248171067061,0.11554527586134532,17.37966474455368,1,D,Yellow,O
2763,0.0021897489929181323,0.18134163579838858,21.739366104612486,5,w,yellow-orange,F
2902,0.0008794670962479985,0.18894049110643307,20.199470923447237,3,w,white,K
2806,0.0007444673134400689,0.18567534172446673,24.993719644959562,3,D,white,B
2147,0.0017130655564451818,0.16709073238045852,21.87331065452407,3,B,yellow-orange,B
2866,0.000940389784017641,0.17470241353901828,16.07602523706765,0,w,yellow-orange,B
2120,0.0005270332739653846,0.19044593305005686,24.77723327291426,4,w,yellow-orange,K
2465,0.0012917636427157997,0.19814565120795943,22.690209443678224,4,D,Yellow,O
2338,0.0015284466125785746,0.1304226998525758,22.087388795201036,2,a,Yellow,O
2837,0.0022447988466147255,0.19952724939651997,20.878178565126515,3,B,yellow-orange,B
2110,0.0010139153158766226,0.13390113347449975,21.10529147608912,5,r,white,M
2383,0.002320844461020219,0.16556410384042836,17.531848803504523,0,w,white,G
2746,0.00035505093348799435,0.16784700758689203,22.56942284821276,0,o,yellow-orange,O
2563,0.0011986360898513413,0.10367683860601486,23.04525606385948,0,a,Yellow,G
2435,0.0015524331739558352,0.18922269172411266,24.567957278895108,0,r,Yellow,F
2848,0.00043676399911488084,0.19681222085416586,22.105225187523356,1,o,"Red,Blue",B
2535,0.002047183383214278,0.18410004188810447,16.303462524753897,4,w,Yellow,A
2043,0.0002843537959335668,0.15435547481818906,21.669162434011675,3,n,Yellow,F
2275,0.002089406355892454,0.1578657572594759,17.924215517718824,4,B,"Red,Blue",O
2086,0.0014773182196945,0.11852861225189937,16.561561157751008,4,f,"Red,Blue",K
2555,0.0010722267579853274,0.12034158771995153,16.4624362362533,3,f,Yellow,A
2859,0.0017385687231619902,0.1344855265813726,24.779260116167414,5,f,Yellow,G
2006,0.0013268068902624502,0.11533690565790389,19.346203991497124,3, ,Yellow,B
2331,0.002405138131262487,0.16031451452469,22.155266802097678,3,B,white,K
2525,0.0016186304349445064,0.12253766331647548,15.563651792404587,4,D,yellow-orange,O
2720,0.0001841420517456557,0.13819230064744065,21.52276601069364,4,r,white,F
2227,0.0013949855366916992,0.18720462800472368,19.0581391633456,4,B,white,A
2611,0.0009108263289888978,0.15302024360329627,20.745015286616358,0,r,white,G
2781,0.0019722565390082577,0.15565765204614174,24.64184619545148,2,D,Yellow,K
2561,0.001045914271114327,0.12593449788503647,23.27704746350453,5,r,Yellow,A
2010,0.0005978718787254281,0.19862584627168217,23.259643285262584,5,a,yellow-orange,A
2600,0.0016426600887383782,0.15933619069030733,22.519164529928833,0,D,white,G
2611,0.0016449468253817985,0.18919707343284314,18.382202824808836,4,n,white,B
2033,0.001869064435695458,0.1966272796070483,17.41687083514278,2,a,Yellow,B
2160,0.0005087721239166363,0.16590818344236874,15.868099222158433,4,D,Yellow,G
2105,0.0020018918807567856,0.17334564120120197,25.06686149308926,2,B,yellow-orange,K
2601,0.00018249424883140595,0.18226605630979428,18.178453659523484,5,w,white,O
2483,0.0006631324211714612,0.1520831524763242,17.572368970499507,3,B,yellow-orange,G
2070,0.0006223694138392711,0.17314331464152166,16.298509485912057,5,a,Yellow,O
2506,0.0010296438452557612,0.10125226687723733,25.056172763424797,4,r,white,F
2663,0.0010742814264121342,0.12450245545239451,23.74186669448084,2,w,"Red,Blue",B
2077,0.002319142833641671,0.1870614741258317,22.18716853780319,2,o,white,F
2525,0.0015623604543602834,0.17925767114983415,15.746403442268647,4,a,yellow-orange,A
2650,0.0016487359982044782,0.15149408656424604,16.82946987216254,5,w,"Red,Blue",O
2111,0.0012345241311410373,0.11196700531730788,20.041492850731743,1,B,"Red,Blue",K
2131,0.00203406050410425,0.12758220568485668,17.774013383688146,4,B,Yellow,F
2702,0.0018791954630826876,0.15780982289495316,21.164767562860145,5,D,yellow-orange,B
2282,0.0018122623902287391,0.12000112395328971,19.107357798397956,1,w,yellow-orange,F
2766,0.0010426887135009412,0.14504184144706295,18.2721757752669,4,w,white,F
2957,0.00016102597923610605,0.18941604576074444,19.70883045105355,0,r,yellow-orange,O
2156,0.0023968338267752265,0.15050174685849457,22.97446255235991,4, ,white,A
2732,0.0012521900720351444,0.1105953892293198,24.343351549849835,5,B,white,M
2820,0.0017343677182376253,0.17544487068543188,19.37015579924688,4,r,Yellow,O
2575,0.0018675946359936494,0.16721557539785967,19.11010532033089,2,B,Yellow,G
2801,0.0019124398891105735,0.1430217591230114,18.490632633103075,0,a,white,M
2363,0.0010220159703749265,0.19253050052666085,19.723822474260878,3,o,white,G
2905,0.0019327593062474636,0.10839048803582517,23.35907098850055,4,r,yellow-orange,A
2753,0.0014205594530995432,0.16022612713522888,20.87487974619351,1,r,"Red,Blue",G
2969,0.0020379840603147936,0.11113714831093868,21.083161200139987,2,n,yellow-orange,O
2432,0.0016191626006910175,0.11978033840112519,20.069063592436372,0,f,white,A
2830,0.0018264068051278527,0.11239587721196452,25.037097348654108,3,n,white,M
2378,0.001181294340050428,0.17325582685672725,20.997742964320498,4,w,Yellow,F
2259,0.0021060305991972223,0.15509678607206343,19.002068422279176,4,o,"Red,Blue",K
2571,0.0010685384914864001,0.103142198763313,15.431521116337935,4,D,"Red,Blue",F
2649,0.0013502328141586418,0.16820950274634416,20.955571677339364,3,D,yellow-orange,O
2464,0.0019595464953542905,0.15444670573528627,19.084710114827416,4,a,Yellow,K
2613,0.001627166224078935,0.10211709174505312,24.144208073536326,4,r,Yellow,A
2010,0.0006406506731212497,0.16816571016455306,16.601684997463785,3,n,yellow-orange,B
2497,0.00027916610580351104,0.19297158791197458,19.90707121275243,2,B,white,M
2653,0.0015275675337814967,0.11710416363172388,18.187182925761014,5,w,Yellow,K
2751,0.0020449650636859824,0.17746724706787248,21.27391190274591,1,B,Yellow,K
2196,0.0018557067092544444,0.19100425674357108,17.857911720846413,1,n,yellow-orange,B
2695,0.0010144068749167777,0.10518174808504893,22.36390944514455,2,w,yellow-orange,G
2780,0.002067453310538715,0.10454091956446422,17.187979241402992,1,n,"Red,Blue",B
2968,0.00235927172933308,0.1617379987089878,15.88858687755165,3,r,Yellow,K
2162,0.0002770055849375143,0.12530369352299367,19.956241155064127,1,w,Yellow,K
2616,0.0019529012902533246,0.11475694654570628,16.444099680076288,4,r,"Red,Blue",O
2634,0.002153590760082088,0.11300932386101659,18.98973075659619,4,n,"Red,Blue",G
2545,0.0016087270970498594,0.14395324401010004,24.660520690260725,0,B,Yellow,F
2994,0.0014878205184033987,0.14445759635851296,20.719106246743205,1,B,white,G
2480,0.0011611953631926694,0.16383224019552423,18.40949494608851,5,r,"Red,Blue",G
2707,0.00180079410478771,0.11648642289602439,24.561493959146116,0,B,Yellow,K
2689,0.0014826313006995181,0.19108335852109623,24.33210527367885,0,r,yellow-orange,M
2001,0.0010835903043801857,0.18657120050381223,19.611418249087066,5, ,"Red,Blue",M
2446,0.0007937725834303048,0.11199106661636286,23.649013910492855,1, ,Yellow,B
2860,0.00028402209481056303,0.17026877991759531,18.058915053315904,2,n,Yellow,F
2875,0.0014269399785179389,0.10785737483584817,22.10079294438322,0,B,white,O
2865,0.0020927477041065043,0.1610416055873485,24.620520560936868,2,w,Yellow,B
2513,0.0017920573008065866,0.19772367751130157,24.90887032934596,2,a,yellow-orange,A
2038,0.0003809250213657605,0.1419683766473868,23.602027014048485,0,f,white,B
2076,0.0019894894724908833,0.16132272814102705,22.191587979745172,3,o,yellow-orange,O
2644,0.0016114126298044302,0.1433837689178179,20.11754339871672,0,D,"Red,Blue",A
2107,0.0005823013698611809,0.1794391722167089,19.806677857604623,4,r,yellow-orange,F
2463,0.0009300117994629945,0.16101594396945315,19.649617656345626,3,w,Yellow,K
2544,0.0006679973044167476,0.10397895485805964,20.142472253749915,0,B,"Red,Blue",F
2017,0.0014434506973843538,0.15678128830709642,18.07091629309821,4,B,white,M
2459,0.001130364851581513,0.12580644170824892,17.069081278972106,1,w,yellow-orange,G
2427,0.0003354039814492492,0.16576896339147024,16.71395042057485,2,w,Yellow,K
2089,0.0017555137505695273,0.10364351602533757,16.145314331383045,5,r,yellow-orange,F
2776,0.00025904261246167775,0.14913753806539307,23.41207549470662,3,o,yellow-orange,A
2260,0.0007012576789230686,0.17538884129507393,16.426835346664543,4,o,"Red,Blue",B
2756,0.00020979080208009208,0.1619637878438141,19.134178686032172,4,f,white,K
2385,0.0019486072840821458,0.1722845966358803,20.28800500217753,4,f,"Red,Blue",K
2651,0.0013051712932765842,0.16892794970255642,18.623664948335207,1,w,white,G
2424,0.0016432717624909642,0.18619451869200088,24.42324675140067,3,a,yellow-orange,K
2996,0.002213386732146506,0.13341647804337586,18.563391297145593,4,o,Yellow,O
2709,0.0007614261332441476,0.15198544543226128,24.58996908118479,5,n,"Red,Blue",F
2039,0.0006061328037903776,0.13967059964318201,18.766728493436403,5,D,Yellow,F
2852,0.001165010950884178,0.16034784327198623,21.79276676880923,1,r,yellow-orange,O
2510,0.0002831468116372545,0.17888503829511504,16.6129555957702,3,B,yellow-orange,B
2262,0.000791068821736374,0.13514372121193513,15.54527470057108,4,w,Yellow,G
2060,0.00038057846725673614,0.14951725832179252,15.588472771779609,1,o,Yellow,K
2452,0.00072313957976366,0.1365485606415434,21.29075968659144,4,o,yellow-orange,O
2867,0.002251822556902332,0.11135205021927616,16.353118553711163,5,w,yellow-orange,A
2850,0.0017452728931342417,0.1685782430142173,21.986708604547694,1,a,white,B
2336,0.0024965232890222775,0.10889358990095777,15.446568161241707,5,r,white,O
2976,0.0023768300147578372,0.1524147703503384,22.1360035291964,5, ,"Red,Blue",M
2307,0.0017304063905247702,0.19966038421779583,21.34693052423211,4,w,white,F
2479,0.0019972287830287514,0.17760693362168234,22.585224645411103,3,o,Yellow,K
2901,0.001170130021799523,0.17547419527080807,24.504408607410657,0, ,yellow-orange,G
2115,0.001456469916101857,0.15519469393674953,19.303855165003604,4,r,white,B
2695,0.002409174976081601,0.18381831299528667,15.412241870601589,1,w,yellow-orange,B
2284,0.0023213517084928,0.16643353664346394,17.71676532242328,4,B,Yellow,F
2951,0.0018676303440037835,0.12939683408351316,18.086387700339266,5,B,white,B
2240,0.0010025571814543206,0.18540105852141509,22.91762436061674,3,w,"Red,Blue",B
2565,0.00010226634404577792,0.15068774765392487,24.394143827581207,5,D,Yellow,B
2345,0.0006517497129015267,0.12969161251226052,17.421286337982593,1,r,"Red,Blue",G
2534,0.0003467761296333879,0.10403409899633138,24.77583245663945,4,w,white,O
2062,0.0003581882539285734,0.18200565288112408,20.688742637133032,4,n,Yellow,M
2070,0.0005493291663400703,0.19962944058780757,21.925103127912756,3,B,yellow-orange,A
2769,0.0021703849500941882,0.16456378029700286,25.079958481303173,4,o,yellow-orange,M
2684,0.0022525618765810176,0.12603044768278915,24.069312369202223,3,B,Yellow,O
2613,0.00041575361659366197,0.10506190308332147,21.6210804986543,1,w,"Red,Blue",G
2491,0.0017759641580425212,0.19756462012874693,20.148777800829034,5,w,yellow-orange,M
2258,0.0013736610419502761,0.16003697210702464,22.94978881562516,3,w,Yellow,F
2938,0.0005122920176843964,0.15696536516928342,15.411942146976127,5, ,white,M
2625,0.0005187380361385853,0.10895484637962374,18.293168985286506,2,w,yellow-orange,B
2488,0.0015081882852813642,0.12752243288229614,16.854110338873422,2,r,"Red,Blue",K
2238,0.0007342055496066159,0.18385380061554768,22.36032572361483,4, ,yellow-orange,K
2584,0.0017740815190138252,0.13457024573151977,19.774212557117767,5,r,Yellow,K
2321,0.001840741168603993,0.19753998087972477,24.971946464772696,5,D,yellow-orange,G
2315,0.00010831685814970529,0.13002307306993777,21.909218241162037,4,w,yellow-orange,B
2163,0.0013053681642258177,0.17224107466730876,23.342721915335773,3,n,"Red,Blue",A
2259,0.0007042152016184024,0.14246656632772606,15.828936635731797,1,w,Yellow,B
2058,0.0011780551551671093,0.10538045252536758,16.392997298051302,3,D,"Red,Blue",G
2002,0.0011974029775439492,0.1536406859275692,24.823365726664758,0,w,"Red,Blue",B
2954,0.00011837110910559928,0.18038105268980165,15.542393004329927,3,B,Yellow,B
2003,0.001629927720790332,0.12234684761591426,22.762894729544332,5,r,"Red,Blue",B
2129,0.001329773598675592,0.19166958402162862,17.755580365781594,5,r,yellow-orange,M
2349,0.001866197371265074,0.16215271109879195,17.32010026173886,1,D,"Red,Blue",M
2549,0.0024577987921549026,0.18318672140901066,20.669180757042504,4,f,Yellow,O
2098,0.0015225948963152247,0.11184321520626035,22.096982483874942,0,r,"Red,Blue",O
2738,0.0018315269408325958,0.10915375001320887,23.891053102906206,2,f,yellow-orange,A
2764,0.0003089114787344726,0.19368173368940933,15.986816656780718,2,n,Yellow,B
2619,0.0006146057450321049,0.19188780972184752,22.14117936486586,3,w,white,O
2705,0.0009291311596112278,0.16558390271250256,21.29905320285132,3,a,Yellow,B
2874,0.0005263870932683537,0.15250527581629414,23.329446350154967,4,w,Yellow,F
2603,0.0009114946527065953,0.14978084251691445,22.12161395222209,5,B,yellow-orange,F
2322,0.0009298207042589796,0.131576052225298,19.192449377571993,0,a,"Red,Blue",B
2408,0.00038016974713966185,0.16553079180871566,18.02719413342232,3,n,yellow-orange,A
2770,0.0018209648275286827,0.13704690975254127,19.310110133921565,4,o,"Red,Blue",F
2732,0.0017093366986132771,0.10062565288026402,15.938151547847523,2,D,white,A
2744,0.0023124350210690053,0.13719971059799602,16.995115426346537,3,n,Yellow,A
2188,0.0002660714489527786,0.11252274610556973,24.10277503351854,2,f,Yellow,G
2916,0.0006732247522311064,0.13664544710720225,17.356636642838154,3,r,yellow-orange,B
2084,0.0007505368230369951,0.18500755859964452,23.075556792113034,3,a,"Red,Blue",O
2674,0.00020021580943759495,0.15400863977780976,17.818209476690527,5,D,"Red,Blue",F
2335,0.0019603662290731483,0.19606308107974058,24.426261850358664,0,w,yellow-orange,K
2866,0.0017756773855639766,0.12136188277240925,17.72074055064122,2,w,yellow-orange,A
2315,0.0009968276382059124,0.17711545100113973,21.015524605597918,2,r,"Red,Blue",G
2999,0.001132311385555212,0.1423590937159204,24.8497590544496,0,o,yellow-orange,G
2806,0.0024174795214458146,0.14427344022098748,23.865625100471313,4,f,white,O
2210,0.0012413363431078423,0.11846032830760506,15.64339897119335,5, ,"Red,Blue",F
2728,0.00207708308368206,0.11861807398941115,17.0622288864667,0,a,white,A
2145,0.0018436930938545858,0.1757231570865866,22.525822263365868,1, ,white,A
2800,0.0016731167258101796,0.11691545149848453,20.106366412156504,4,B,white,K
2421,0.0018065051465904112,0.1120328129732382,23.230945077698948,0,n,yellow-orange,F
2180,0.000323269906122852,0.140998471523799,24.57381072715761,1,o,"Red,Blue",O
2148,0.002068048403683525,0.13454498129385803,21.594770550880476,3,n,white,F
2128,0.0010519953877677127,0.18320632406188092,16.018849149512935,3,D,yellow-orange,K
2751,0.0018229546330632651,0.18318625812650208,17.256375963478582,5,a,yellow-orange,O
2349,0.0016269689429998983,0.17311174977581137,24.67544840569051,2,a,Yellow,M
2965,0.00097880321468749,0.19487914639279283,21.475655558221952,2,w,yellow-orange,O
2608,0.0007292952615769913,0.11556052730376508,21.816613652164968,0,n,"Red,Blue",A
2175,0.0016491119055948998,0.1611532932730068,15.1358268250433,2,a,white,O
2515,0.0014622102251979042,0.10118603831378803,18.841798151957523,4,o,"Red,Blue",G
2491,0.0013831362711660656,0.16637866916298782,22.205629433802777,5,w,white,O
2544,0.0024308550873440166,0.18682504027816388,15.997384080762563,5,r,white,F
2839,0.001316715957809022,0.1439274076737841,20.261399443209598,3,o,yellow-orange,A
2432,0.0011201621441465008,0.15645758343546778,19.214825911716975,3,w,"Red,Blue",K
2529,0.001322267591256461,0.17818367187164405,19.850457763498927,2,r,yellow-orange,O
2937,0.0019201133126061855,0.1689198121907753,21.57696305184998,2,B,Yellow,F
2083,0.0005008849269292165,0.12838766640698332,23.03909909166888,1,w,yellow-orange,O
2114,0.0021374246982058705,0.1963680907806772,21.515320545383556,5,o,"Red,Blue",A
2755,0.002223579963024786,0.1676639760606104,20.457872393339173,2,B,Yellow,F
2553,0.0007741070761294752,0.12126931760809616,15.508474386590757,1,o,"Red,Blue",G
2925,0.00125614368900406,0.16382149006587732,23.350017015520287,0, ,Yellow,F
2550,0.0015650851966775463,0.10240510152024979,23.558810968561815,1,r,Yellow,F
2732,0.0016188423616213348,0.11334392303423962,19.47015591535428,3,r,yellow-orange,G
2383,0.00013308476530504373,0.12725495949849086,16.814928903152026,3,n,white,O
2876,0.00017236968488722795,0.18926641647286763,21.07233071686482,5, ,Yellow,K
2106,0.0021824697751855514,0.13098680627539355,19.584487587877987,4,B,white,A
2828,0.0004143062396102772,0.1738966803867871,15.70804616427435,1,n,white,M
2339,0.0015606726896268057,0.17331328028574758,18.393038668022882,1,w,yellow-orange,O
2173,0.000353602085808697,0.18622713777561822,20.6120259278579,4, ,Yellow,M
2902,0.0011508164154930983,0.191466093311656,16.145585884413848,2,o,Yellow,M
2455,0.0018374296754017912,0.14307055217786246,23.881927978869903,4,r,white,G
2164,0.0013142410802532952,0.16253006584418866,22.0040285846906,1,n,yellow-orange,F
2554,0.0011807231353217092,0.15606703882445677,23.191819872086043,1,w,Yellow,O
2894,0.0015738719410543262,0.13196458096354127,22.566510191084777,1,r,yellow-orange,B
2699,0.0024535590131180935,0.12524237575532107,20.187874324928977,1,w,Yellow,G
2933,0.0010013724544088876,0.16656833179278935,22.18892927988711,3,a,"Red,Blue",O
2968,0.001154576085074196,0.1607861738839911,16.51280461533892,2,w,white,K
2458,0.0009797599669621512,0.17720875567721545,17.866288173543825,2,w,Yellow,M
2292,0.00023117570301284544,0.12017112709157998,17.121761960075446,4,f,"Red,Blue",O
2022,0.00022322519421422773,0.15757021645390157,24.267212463709484,1, ,"Red,Blue",A
2419,0.0013501469850591282,0.15206035289295133,22.539814047390216,5, ,white,B
2162,0.0012049088056701265,0.15219520368506595,19.96263873612672,5,w,yellow-orange,F
2465,0.00027554718704707586,0.17957487128819796,16.991207227232145,3,o,yellow-orange,B
2127,0.00020588904898392012,0.16909705670184158,16.534230560587314,0,a,Yellow,B
2837,0.0013436312976980466,0.10155681960430636,19.806121823046844,4,r,"Red,Blue",K
2761,0.0022129702849663095,0.1227940795592101,19.008094970295154,3,r,Yellow,O
2518,0.0015161292426119522,0.12190675440592794,23.441406427321056,2,r,yellow-orange,F
2189,0.000781131179099016,0.1323800093371862,18.455082202783373,4,r,white,F
2621,0.0010495277379163556,0.18218657854489173,22.171512067826068,3,r,white,F
2697,0.0005966574058610056,0.1918627579868455,18.121266675254034,4,r,white,F
2722,0.0011618601302878936,0.13827757300971305,24.84663457658615,4,w,white,A
2191,0.0016786188920086716,0.15730605186617086,22.66521818552303,0,r,Yellow,G
2050,0.0005747080709550634,0.13374141627060326,16.76037292112025,1,o,white,B
2375,0.0016935006920543,0.16820803996845768,19.788640444402134,5,w,Yellow,A
2512,0.0005625071870047294,0.11056293457476783,23.04006422830043,3, ,Yellow,O
2378,0.0005141552510629657,0.13029710117356175,15.642775403500702,0,w,yellow-orange,A
2942,0.0002124134493945228,0.10192640380712775,21.137164644735105,1,f,Yellow,O
2829,0.0011685224509250312,0.10845516384898485,15.855740761645778,1, ,Yellow,K
2281,0.0016786679510683584,0.1518730445121508,16.547747799055863,2,a,"Red,Blue",K
2903,0.00020357290485277285,0.1370426305257484,17.535757622144075,1,o,"Red,Blue",G
2784,0.002025906912682937,0.11060835442115191,19.604121963238985,3,f,Yellow,G
2587,0.0018528928740161642,0.1495959765373784,18.513925927427568,3,B,"Red,Blue",G
2369,0.0005278819122150253,0.1394771164251463,15.322964232797041,5,r,"Red,Blue",F
2001,0.0007029941053021449,0.16097131862506772,18.625187211053404,0,r,"Red,Blue",A
2548,0.002248339388113669,0.12557975701848292,20.270193596701294,2,o,white,M
